,file,Quantile,Quantile_Probabilistique,Otsu,2sigma,ksigma,Ajust. 2sigma,Ajust. Quantile,POT
68,ETC_Qboard_results/ETC_nq30_iahead2_ncl5_thbounds1.parquet,0.5525170219890613,0.5525170219890613,0.6872317955936119,0.566590189009068,0.6213630535555775,0.6520479090517826,0.5254396248534584,0.5519168436347378
69,ETC_Qboard_results/ETC_nq5_iahead2_ncl10_thbounds0.parquet,0.006999447412046418,0.004798818752307124,0.6199235112001457,0.035315315315315315,0.21775801257475846,0.0051660516605166054,0.0,0.005900792919048497
70,ETC_Qboard_results/ETC_nq3_iahead10_ncl20_thbounds0.parquet,0.15931914893617022,0.1590870379833078,0.5761471957437375,0.3364569388665774,0.47286226318484387,0.5726381461675579,0.17237308146399055,0.11649808161841646
71,ETC_Qboard_results/ETC_nq50_iahead20_ncl10_thbounds1.parquet,0.7592544150789967,0.7593097422646231,0.7494320277373705,0.7622685852479903,0.7576663701822184,0.7527458212487054,0.7591990959556255,0.7595311316649404
72,ETC_Qboard_results/ETC_nq3_iahead10_ncl10_thbounds1.parquet,0.15900578821927136,0.1587734241908007,0.5763087843833186,0.3374962830805828,0.47292280117782615,0.5732101102327135,0.17175636915809012,0.11584089323098395
73,ETC_Qboard_results/ETC_nq50_iahead20_ncl3_thbounds0.parquet,0.7591437848927474,0.7591990959556255,0.749378774517711,0.762212675819771,0.7576465847561854,0.7527458212487054,0.7590884818886005,0.7594204208296924
74,ETC_Qboard_results/ETC_nq10_iahead2_ncl20_thbounds1.parquet,0.11187136503592199,0.11187136503592199,0.5515964792856929,0.18914579319203598,0.36375749500333115,0.11596180081855387,0.021552511415525114,0.10874785591766724
75,ETC_Qboard_results/ETC_nq10_iahead2_ncl3_thbounds1.parquet,0.11187136503592199,0.11187136503592199,0.5515964792856929,0.18914579319203598,0.36375749500333115,0.11596180081855387,0.021552511415525114,0.10874785591766724
76,ETC_Qboard_results/ETC_nq20_iahead2_ncl20_thbounds1.parquet,0.387609649122807,0.3810049696300386,0.6269084481896064,0.43712884069197006,0.5314401622718052,0.5982638968598631,0.37783933518005536,0.3758501040943789
77,ETC_Qboard_results/ETC_nq15_iahead2_ncl10_thbounds0.parquet,0.279926896131587,0.2786585365853659,0.5922975377145656,0.3434516175003563,0.4485074626865672,0.5468873927780218,0.28071243720505407,0.2527626459143969
78,ETC_Qboard_results/ETC_nq3_iahead10_ncl5_thbounds1.parquet,0.15900578821927136,0.1587734241908007,0.5763087843833186,0.3374962830805828,0.47292280117782615,0.5732101102327135,0.17175636915809012,0.11584089323098395
79,ETC_Qboard_results/ETC_nq15_iahead10_ncl3_thbounds1.parquet,0.8433179723502304,0.8411948104193907,0.8005881205843021,0.8461841845789785,0.8391391573955864,0.8145753174974976,0.8229665071770335,0.8379118094272682
80,ETC_Qboard_results/ETC_nq50_iahead20_ncl20_thbounds0.parquet,0.7591437848927474,0.7591990959556255,0.749378774517711,0.762212675819771,0.7576465847561854,0.7527458212487054,0.7590884818886005,0.7594204208296924
81,ETC_Qboard_results/ETC_nq3_iahead20_ncl3_thbounds0.parquet,0.3280259700108208,0.31378665003119155,0.7570632327503364,0.5441253263707572,0.6981754231699274,0.4415584415584416,0.006276536828502862,0.3122073056509522
82,ETC_Qboard_results/ETC_nq20_iahead20_ncl20_thbounds0.parquet,0.8548494983277592,0.8544654809715051,0.8003476337204709,0.856873822975518,0.8416329403484074,0.8186999256628397,0.8478689818468823,0.8529184383455739
83,ETC_Qboard_results/ETC_nq3_iahead10_ncl10_thbounds0.parquet,0.15931914893617022,0.1590870379833078,0.5761471957437375,0.3364569388665774,0.47286226318484387,0.5726381461675579,0.17237308146399055,0.11649808161841646
84,ETC_Qboard_results/ETC_nq30_iahead20_ncl20_thbounds0.parquet,0.8245811343250683,0.824837727592953,0.7770004297634662,0.8272328765739935,0.8115832289911197,0.7912802573733456,0.8245518367865027,0.8250257820556892
